SHOPP ID,Supplementary Activity
17817,Do Not Include
17818,Median Barrier 
17818,Rumble Strips 
17818,Safety Improvements
17818,Do Not Include
17818,Do Not Include
17830,Replace or Rehabilitate Culvert
17830,Replace or Rehabilitate Culvert
18214,Rehabilitate or Install New Lighting
18214,Signing 
18214,Traffic Signals 
18214,Safety Improvements
18214,Enhanced Crosswalk Visibility 
18214,Pedestrian Access/Sidewalks
18214,Do Not Include
18214,Install LED Lighting  
18214,Do Not Include
18443,Vehicle Detection 
18443,Ramp Meter 
18443,Ramp Meter 
18443,Traffic Signals 
18443,Traffic Signals 
18443,Traffic Signals 
18443,Do Not Include
18443,Do Not Include
18443,Do Not Include
18682,Rehabilitate or Install New Lighting
18682,Signing 
18682,Traffic Signals 
18682,Safety Improvements
18682,Repair/upgrade or new curb ramp
18682,Do Not Include
18682,Do Not Include
18682,Do Not Include
18682,Install LED Lighting  
18682,Do Not Include
18683,Rehabilitate or Install New Lighting
18683,Signing 
18683,Traffic Signals 
18683,Safety Improvements
18683,Do Not Include
18683,Pedestrian Access/Sidewalks
18683,Do Not Include
18683,Install LED Lighting  
18683,Do Not Include
18833,Bridge Rail 
18833,Do Not Include
18833,Do Not Include
18833,Asphalt Pavement Minor Rehab
18833,"Paving  Ramps, Connectors and/or Shoulders"
18833,"Paving  Ramps, Connectors and/or Shoulders"
18833,Replace or Rehabilitate Culvert
18833,Replace or Rehabilitate Culvert
18833,Rehabilitate or Install New Lighting
18833,Overhead Sign Structures Rehabilitation 
18833,Sign Panel Replacement
18833,Changeable Message Sign 
18833,Closed-Circuit Television 
18833,Closed-Circuit Television 
18833,Closed-Circuit Television 
18833,Fiber Optics (Communications)
18833,Ramp Meter 
18833,Planting 
18833,Worker Safety - Safe Access
18833,Do Not Include
18833,Do Not Include
18833,Total Maximum Daily Load Mitigation  
18833,Install Electric Vehicle Charging Station 
18833,Planting 
18839,Concrete Pavement Minor Rehab
18839,Weigh-in-Motion System 
18839,Planting 
18839,Worker Safety - Safe Access
18839,Do Not Include
18839,Do Not Include
18944,Bridge Rehabilitation 
18944,Bridge Rehabilitation 
18944,Bridge Approach Slabs 
18944,Do Not Include
18944,Do Not Include
18944,Concrete Pavement Minor Rehab 
18944,Replace or Rehabilitate Culvert
18944,Replace or Rehabilitate Culvert
18944,Overhead Sign Structures Rehabilitation 
18944,Sign Panel Replacement
18944,Census Station 
18944,Changeable Message Sign 
18944,Closed-Circuit Television 
18944,Daily Vehicle Hours of Delay (DVHD) Reduced 
18944,Worker Safety - Safe Access
18944,Worker Safety - Miscellaneous Paving/Treatment
18944,Enhanced Crosswalk Visibility 
18944,Do Not Include
18944,Do Not Include
18946,Bridge Approach Slabs 
18946,Do Not Include
18946,Do Not Include
18946,Concrete Pavement Minor Rehab
18946,"Paving  Ramps, Connectors and/or Shoulders"
18946,Crash Cushions 
18946,Guard Rail 
18946,Rehabilitate or Install New Lighting
18946,Changeable Message Sign 
18946,Closed-Circuit Television 
18946,Acceleration/Deceleration Lane 
18946,Repair/upgrade or new curb ramp
18946,Daily Vehicle Hours of Delay (DVHD) Reduced 
18946,Do Not Include
18946,Planting 
18946,Worker Safety - Safe Access
18946,Worker Safety - Miscellaneous Paving/Treatment
18946,Bridge Access for Pedestrians and Bicyclists 
18946,Overpass/Underpass - Pedestrian & Bike 
18946,Do Not Include
18946,Install LED Lighting  
19233,Safety Improvements
19233,Do Not Include
19233,Do Not Include
19233,Do Not Include
19237,Safety Improvements
19237,Do Not Include
19237,Do Not Include
19237,Do Not Include
19237,Safety Improvements
19238,Miscellaneous Drainage Work
19238,Enhanced Pavement Surface Friction 
19238,Guard Rail 
19238,Safety Improvements
19238,Vehicle Detection 
19238,Irrigation System 
19238,Do Not Include
19238,Do Not Include
19238,Total Maximum Daily Load Mitigation  
19238,Do Not Include
19238,Do Not Include
19400,Safety Improvements
19400,Do Not Include
19400,Do Not Include
19400,Do Not Include
19400,Do Not Include
19412,Signing 
19412,Safety Improvements
19412,Do Not Include
19412,Do Not Include
19412,Do Not Include
19819,Safety Improvements
19819,Do Not Include
19819,Do Not Include
19822,Safety Improvements
19822,Do Not Include
19822,Do Not Include
19827,Safety Improvements
19827,Do Not Include
19827,Do Not Include
19831,Safety Improvements
19831,Do Not Include
19831,Do Not Include
19858,Replace or Rehabilitate Pump Plants 
19858,Worker Safety - Safe Access
19858,Do Not Include
19858,Do Not Include
19918,Asphalt Pavement Minor Rehab 
19918,Replace or Rehabilitate Culvert
19918,Replace or Rehabilitate Culvert
19918,Census Station 
19918,Closed-Circuit Television 
19918,Vehicle Detection 
19918,Worker Safety - Miscellaneous Paving/Treatment
20299,Changeable Message Sign 
20299,Closed-Circuit Television 
20299,Closed-Circuit Television 
20299,Closed-Circuit Television 
20527,Asphalt Pavement Minor Rehab 
20527,Replace or Rehabilitate Culvert
20527,Replace or Rehabilitate Culvert
20527,Vehicle Detection 
20527,Pedestrian Access/Sidewalks
20527,Do Not Include
20619,Asphalt Pavement Minor Rehab 
20619,Daily Vehicle Hours of Delay (DVHD) Reduced 
20619,Enhanced Crosswalk Visibility 
20619,Do Not Include
20632,Bridge Rail 
20632,Do Not Include
20632,Do Not Include
20632,Concrete Pavement Minor Rehab 
20632,Replace or Rehabilitate Culvert
20632,Replace or Rehabilitate Culvert
20632,Replace or Rehabilitate Culvert
20632,Replace or Rehabilitate Culvert
20632,Replace or Rehabilitate Culvert
20632,Replace or Rehabilitate Culvert
20632,Miscellaneous Drainage Work
20632,Overhead Sign Structures Rehabilitation 
20632,Sign Panel Replacement
20632,Worker Safety - Safe Access
20632,Worker Safety - Miscellaneous Paving/Treatment
20632,Class II Bike Lane 
20632,Bike Lane Gap Closure 
20632,Do Not Include
20632,Install LED Lighting  
20632,Do Not Include
20632,Total Maximum Daily Load Mitigation  
20638,Asphalt Pavement Minor Rehab 
20638,New Culvert
20638,New Culvert
20638,Closed-Circuit Television 
20638,Fiber Optics (Communications)
20638,Traffic Signals 
20638,Enhanced Crosswalk Visibility 
20638,Do Not Include
20639,Asphalt Pavement Minor Rehab 
20639,Replace or Rehabilitate Culvert
20639,Replace or Rehabilitate Culvert
20713,Bridge Rehabilitation 
20713,Bridge Rehabilitation 
20713,Fish Passage Remediation 
20713,Do Not Include
20713,Crash Cushions 
20713,Guard Rail 
20713,Closed-Circuit Television 
20713,Fiber Optics (Communications)
20713,Worker Safety - Safe Access
20713,Worker Safety - Safe Access
20713,Do Not Include
20713,Do Not Include
20713,Do Not Include
20713,Do Not Include
20714,Bridge Rehabilitation 
20714,Bridge Rehabilitation 
20714,Do Not Include
20714,Do Not Include
20714,Asphalt Pavement Minor Rehab 
20714,Asphalt Pavement Minor Rehab 
20714,Replace or Rehabilitate Culvert
20714,Replace or Rehabilitate Culvert
20714,Rehabilitate or Install New Lighting
20714,Vehicle Detection 
20714,Do Not Include
20714,Do Not Include
20714,Total Maximum Daily Load Mitigation  
20716,Bridge Rehabilitation 
20716,Bridge Rehabilitation 
20716,Do Not Include
20716,Do Not Include
20765,Planting 
20765,Worker Safety - Safe Access
20765,Do Not Include
20765,Do Not Include
20765,Total Maximum Daily Load Mitigation  
20765,Do Not Include
20767,Replace or Rehabilitate Culvert
20767,Replace or Rehabilitate Culvert
20767,Replace or Rehabilitate Pump Plants 
20767,Rehabilitate or Install New Lighting
20767,Sign Panel Replacement
20767,Repair/upgrade or new curb ramp
20767,Upgrade/New Detectable Warning Surface 
20767,Daily Vehicle Hours of Delay (DVHD) Reduced 
20767,Do Not Include
20767,Enhanced Crosswalk Visibility 
20767,Do Not Include
20767,Pedestrian Access/Sidewalks
20767,Do Not Include
20786,Concrete Pavement Minor Rehab 
20786,Safety Treatment to Reduce Collisions
20786,Sign Panel Replacement
20786,Closed-Circuit Television 
20786,Daily Vehicle Hours of Delay (DVHD) Reduced 
20786,Planting 
20786,Enhanced Crosswalk Visibility 
20786,Install LED Lighting  
20786,Pedestrian Access/Sidewalks
20786,Do Not Include
20786,Do Not Include
20787,Concrete Pavement Minor Rehab 
20787,Replace or Rehabilitate Culvert
20787,Replace or Rehabilitate Culvert
20787,Rehabilitate or Install New Lighting
20787,Overhead Sign Structures Rehabilitation 
20787,Changeable Message Sign 
20787,Closed-Circuit Television 
20787,Planting 
20787,Worker Safety - Safe Access
20787,Do Not Include
20787,Do Not Include
20791,Asphalt Pavement Minor Rehab 
20791,Replace or Rehabilitate Culvert
20791,Replace or Rehabilitate Culvert
20791,Replace or Rehabilitate Culvert
20791,Replace or Rehabilitate Culvert
20791,Do Not Include
20791,Pedestrian Access/Sidewalks
20791,Do Not Include
20791,Total Maximum Daily Load Mitigation  
20792,Asphalt Pavement Minor Rehab 
20792,Replace or Rehabilitate Culvert
20792,Replace or Rehabilitate Culvert
20792,Sign Panel Replacement
20792,Weigh-in-Motion System 
20792,Worker Safety - Safe Access
20792,Enhanced Crosswalk Visibility 
20792,Install LED Lighting  
20792,Do Not Include
20792,Bicycle and Pedestrian Signage 
20792,Total Maximum Daily Load Mitigation  
20860,Guard Rail 
20860,Rehabilitate or Install New Lighting
20860,Signing 
20860,Traffic Signals 
20860,Safety Improvements
20860,Repair/upgrade or new curb ramp
20860,Do Not Include
20860,Install LED Lighting  
20860,Do Not Include
20860,Do Not Include
20868,"Paving  Ramps, Connectors and/or Shoulders"
20914,Rehabilitate or Install New Lighting
20914,Traffic Signals 
20914,Safety Improvements
20914,Vehicle Detection 
20914,Repair/upgrade or new curb ramp
20914,Do Not Include
20914,Do Not Include
20914,Do Not Include
20915,Guard Rail 
20915,Rehabilitate or Install New Lighting
20915,Signing 
20915,Traffic Signals 
20915,Safety Improvements
20915,Repair/upgrade or new curb ramp
20915,Do Not Include
20915,Install LED Lighting  
20915,Do Not Include
20915,Do Not Include
20916,Sign Panel Replacement
20916,Safety Improvements
20916,Do Not Include
20916,Do Not Include
20916,Do Not Include
20918,Concrete Pavement Major Rehab
20918,"Paving  Ramps, Connectors and/or Shoulders"
20918,Do Not Include
20918,Do Not Include
20918,Do Not Include
20918,Do Not Include
20955,Asphalt Pavement Minor Rehab
20955,Crash Cushions 
20955,Repair/upgrade or new curb ramp
20955,Do Not Include
20955,Worker Safety - Barriers
20955,Do Not Include
20955,Do Not Include
20955,Do Not Include
20956,Bridge Preservation 
20956,Do Not Include
20956,Do Not Include
20956,Do Not Include
20956,Do Not Include
20956,Do Not Include
20956,Do Not Include
20956,Bridge Preservation 
20956,Do Not Include
20956,Do Not Include
20956,Bridge Preservation 
20956,Do Not Include
20956,Do Not Include
20960,Safety Improvements
20960,Do Not Include
20960,Do Not Include
20960,Do Not Include
20960,Do Not Include
20992,Rehabilitate or Install New Lighting
20992,Traffic Signals 
20992,Safety Improvements
20992,Repair/upgrade or new curb ramp
20992,Do Not Include
20992,Do Not Include
20992,Bicycle and Pedestrian Signage 
20992,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Median Barrier 
21043,Guard Rail 
21043,Do Not Include
21043,Do Not Include
21043,Do Not Include
21043,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Do Not Include
21043,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Do Not Include
21043,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Do Not Include
21043,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Do Not Include
21043,Do Not Include
21043,"Paving  Ramps, Connectors and/or Shoulders"
21043,Do Not Include
21043,Do Not Include
21044,Safety Improvements
21044,Do Not Include
21044,Do Not Include
21044,Do Not Include
21045,Safety Improvements
21045,Do Not Include
21045,Do Not Include
21045,Do Not Include
21045,Do Not Include
21068,Do Not Include
21068,Do Not Include
21068,Relinquishments
21158,Asphalt Pavement Minor Rehab
21159,Asphalt Pavement Minor Rehab
21333,Guard Rail 
21333,Rehabilitate or Install New Lighting
21333,Rehabilitate or Install New Lighting
21333,Safety Improvements
21333,Do Not Include
21333,Do Not Include
21334,Safety Improvements
21334,Do Not Include
21334,Do Not Include
21393,Safety Improvements
21393,Do Not Include
21393,Do Not Include
21430,Safety Improvements
21430,Install Accessible Pedestrian Signal 
21430,Do Not Include
21430,Install LED Lighting  
21430,Do Not Include
21431,Safety Improvements
21431,Do Not Include
21431,Do Not Include
21465,Safety Improvements
21465,Do Not Include
21465,Do Not Include
21466,Safety Improvements
21466,Safety Improvements
21466,Install Accessible Pedestrian Signal 
21466,Do Not Include
21466,Install LED Lighting  
21466,Do Not Include
21637,Maintenance Facility 
21637,Maintenance Facility 
21637,Changeable Message Sign 
21637,Closed-Circuit Television 
21637,Fiber Optics (Communications)
21637,Traffic Signals 
21637,Install LED Lighting  
21637,Do Not Include
21637,Do Not Include
21682,Miscellaneous Drainage Work
21682,Signing 
21682,Traffic Signals 
21682,Safety Improvements
21682,Bike Parking 
21682,Class II Bike Lane 
21682,Do Not Include
21682,Do Not Include
21682,Class II Buffered Bike Lanes 
21682,Bicycle - Tolerable Drainage Grates 
21682,Bicycle and Pedestrian Signage 
21718,Safety Improvements
21718,Do Not Include
21718,Do Not Include
21719,Median Barrier 
21719,Rehabilitate or Install New Lighting
21719,Safety Improvements
21719,Do Not Include
21719,Do Not Include
21746,Safety Improvements
21746,Do Not Include
21746,Do Not Include
21778,Do Not Include
21778,Do Not Include
21778,Permanent Restoration 
21815,Traffic Signals 
21815,Safety Improvements
21815,Do Not Include
21815,Do Not Include
21826,Safety Improvements
21826,Do Not Include
21826,Install LED Lighting  
21826,Do Not Include
21853,Bridge Rehabilitation 
21853,Bridge Rehabilitation 
21853,Do Not Include
21853,Do Not Include
21853,Emergency Opening 
21853,Roadway Protective Betterments 
21857,Transportation Management Center (TMC) Improvements 
21858,Closed-Circuit Television 
21858,Closed-Circuit Television 
21858,Vehicle Detection 
21858,Vehicle Detection 
21862,Census Station 
21862,Changeable Message Sign 
21862,Closed-Circuit Television 
21862,Vehicle Detection 
21862,Ramp Meter 
21862,Do Not Include
21863,Asphalt Pavement Minor Rehab 
21863,Emergency Opening 
21898,Overhead Sign Structures Rehabilitation 
21898,Emergency Opening 
21950,Concrete Pavement Minor Rehab 
21950,Replace or Rehabilitate Culvert
21950,Replace or Rehabilitate Culvert
21950,Replace or Rehabilitate Pump Plants 
21950,Sign Panel Replacement
21950,Repair/upgrade or new curb ramp
21950,Lower Pedestrian Push Button 
21950,Daily Vehicle Hours of Delay (DVHD) Reduced 
21950,Do Not Include
21950,Do Not Include
22030,Asphalt Pavement Minor Rehab 
22030,Replace or Rehabilitate Culvert
22030,Replace or Rehabilitate Culvert
22030,Rehabilitate or Install New Lighting
22030,Vehicle Detection 
22030,Worker Safety - Miscellaneous Paving/Treatment
22135,Concrete Pavement Minor Rehab 
22135,Replace or Rehabilitate Culvert
22135,Replace or Rehabilitate Culvert
22135,Miscellaneous Drainage Work
22135,Rehabilitate or Install New Lighting
22135,Sign Panel Replacement
22135,Worker Safety - Safe Access
22135,Enhanced Crosswalk Visibility 
22135,Do Not Include
22135,Install LED Lighting  
22135,Pedestrian Access/Sidewalks
22135,Do Not Include
22135,Bicycle and Pedestrian Signage 
22141,Bridge Approach Slabs 
22141,Do Not Include
22141,Do Not Include
22141,Concrete Pavement Minor Rehab 
22141,Sign Panel Replacement
22141,Worker Safety - Safe Access
22141,Enhanced Crosswalk Visibility 
22141,Do Not Include
22141,Do Not Include
22184,Safety Improvements
22184,Do Not Include
22184,Do Not Include
22187,Emergency Opening 
22196,Rehabilitate or Install New Lighting
22196,Safety Improvements
22196,Miscellaneous Safety Work
22196,Do Not Include
22196,Do Not Include
22220,Safety Improvements
22220,Repair/upgrade or new curb ramp
22220,Upgrade/New Detectable Warning Surface 
22220,Do Not Include
22220,Enhanced Crosswalk Visibility 
22220,Do Not Include
22220,Do Not Include
22230,Concrete Pavement Minor Rehab
22230,"Paving  Ramps, Connectors and/or Shoulders"
22230,"Paving  Ramps, Connectors and/or Shoulders"
22230,Replace or Rehabilitate Culvert
22230,Replace or Rehabilitate Culvert
22230,Replace or Rehabilitate Culvert
22230,Replace or Rehabilitate Culvert
22230,Rehabilitate or Install New Lighting
22230,Overhead Sign Structures Rehabilitation 
22230,Sign Panel Replacement
22230,Closed-Circuit Television 
22230,Vehicle Detection 
22230,Vehicle Detection 
22230,Ramp Meter 
22230,Weigh-in-Motion System 
22230,Daily Vehicle Hours of Delay (DVHD) Reduced 
22230,Traffic Signals 
22230,Do Not Include
22230,Do Not Include
22230,Do Not Include
22230,Worker Safety - Safe Access
22230,Install LED Lighting  
22230,Miscellaneous Complete Streets Work
22231,Concrete Pavement Minor Rehab
22231,"Paving  Ramps, Connectors and/or Shoulders"
22231,"Paving  Ramps, Connectors and/or Shoulders"
22231,Replace or Rehabilitate Culvert
22231,Replace or Rehabilitate Culvert
22231,Rehabilitate or Install New Lighting
22231,Sign Panel Replacement
22231,Miscellaneous Safety Work
22231,Vehicle Detection 
22231,Ramp Meter 
22231,Do Not Include
22231,Do Not Include
22231,Do Not Include
22231,Worker Safety - Safe Access
22231,Install LED Lighting  
22232,Concrete Pavement Minor Rehab
22232,"Paving  Ramps, Connectors and/or Shoulders"
22232,"Paving  Ramps, Connectors and/or Shoulders"
22232,Replace or Rehabilitate Culvert
22232,Replace or Rehabilitate Culvert
22232,Rehabilitate or Install New Lighting
22232,Sign Panel Replacement
22232,Changeable Message Sign 
22232,Changeable Message Sign 
22232,Vehicle Detection 
22232,Vehicle Detection 
22232,Ramp Meter 
22232,Do Not Include
22232,Do Not Include
22232,Do Not Include
22232,Worker Safety - Safe Access
22232,Worker Safety - Safe Access
22232,Install LED Lighting  
22233,Rehabilitate or Install New Lighting
22233,Sign Panel Replacement
22233,Changeable Message Sign 
22233,Closed-Circuit Television 
22233,Closed-Circuit Television 
22233,Vehicle Detection 
22233,Vehicle Detection 
22233,Ramp Meter 
22233,Traffic Signals 
22233,Do Not Include
22233,Do Not Include
22233,Do Not Include
22233,Do Not Include
22233,Worker Safety - Safe Access
22233,Install LED Lighting  
22234,Replace or Rehabilitate Culvert
22234,Replace or Rehabilitate Culvert
22234,Replace or Rehabilitate Culvert
22234,Replace or Rehabilitate Culvert
22234,New Culvert
22234,New Culvert
22234,Rehabilitate or Install New Lighting
22234,Sign Panel Replacement
22234,Changeable Message Sign 
22234,Closed-Circuit Television 
22234,Vehicle Detection 
22234,Vehicle Detection 
22234,Ramp Meter 
22234,Do Not Include
22234,Do Not Include
22234,Do Not Include
22234,Worker Safety - Safe Access
22234,Install LED Lighting  
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22236,Emergency Opening 
22260,Safety Improvements
22260,Do Not Include
22260,Do Not Include
22262,Safety Improvements
22262,Do Not Include
22262,Do Not Include
22263,Safety Improvements
22263,Do Not Include
22263,Do Not Include
22374,Emergency Opening 
22515,Emergency Opening 
22543,Planting 
9235,Bridge Rehabilitation 
9235,Bridge Rehabilitation 
9235,Do Not Include
9235,Do Not Include
9235,Do Not Include
9235,Do Not Include
9235,Do Not Include
9340,Do Not Include
9340,Total Maximum Daily Load Mitigation  
9340,Do Not Include
13082,Worker Safety - Safe Access
13082,Worker Safety - Barriers
13082,Worker Safety - Miscellaneous Paving/Treatment
13082,Worker Safety - Miscellaneous Facilities and Equipment 
13082,Do Not Include
13082,Do Not Include
13419,Repair/upgrade or new curb ramp
13419,Do Not Include
13419,Worker Safety - Safe Access
13419,Worker Safety - Barriers
13419,Worker Safety - Miscellaneous Paving/Treatment
13419,Worker Safety - Vegetation Control
13419,Do Not Include
13419,Do Not Include
13430,Changeable Message Sign 
13430,Do Not Include
13430,Do Not Include
13486,Repair/upgrade or new curb ramp
13486,Do Not Include
13486,Do Not Include
13486,Do Not Include
13581,Asphalt Pavement Minor Rehab
13581,Replace or Rehabilitate Culvert
13581,Replace or Rehabilitate Culvert
13581,Do Not Include
13581,Do Not Include
13733,Worker Safety - Safe Access
13733,Worker Safety - Safe Access
13733,Worker Safety - Miscellaneous Paving/Treatment
13733,Do Not Include
13733,Do Not Include
13733,Do Not Include
13766,Repair/upgrade or new curb ramp
13766,Do Not Include
13767,Repair Existing Sidewalk 
13767,Repair/Upgrade or New Curb Ramp
13767,Repair/upgrade or new curb ramp
13767,Install Accessible Pedestrian Signal 
13767,Do Not Include
13842,Worker Safety - Miscellaneous Paving/Treatment
13842,Do Not Include
13842,Do Not Include
13842,Do Not Include
13845,Repair/upgrade or new curb ramp
13845,Do Not Include
13845,Worker Safety - Safe Access
13845,Worker Safety - Barriers
13845,Worker Safety - Miscellaneous Paving/Treatment
13845,Worker Safety - Miscellaneous Facilities and Equipment 
13845,Do Not Include
13845,Do Not Include
14077,Worker Safety - Miscellaneous Paving/Treatment
14077,Worker Safety - Miscellaneous Facilities and Equipment 
14077,Do Not Include
14077,Do Not Include
14077,Do Not Include
15786,Crash Cushions 
15786,Guard Rail 
15786,Rumble Strips 
15786,Safety Treatment to Reduce Collisions
15786,Do Not Include
15786,Do Not Include
15952,Asphalt Pavement Major Rehab
15952,"Paving  Ramps, Connectors and/or Shoulders"
15952,Vehicle Detection 
15952,Repair/upgrade or new curb ramp
15952,Do Not Include
15952,Do Not Include
15952,Do Not Include
16020,Replace or Rehabilitate Culvert
16020,Replace or Rehabilitate Culvert
16020,Replace or Rehabilitate Culvert
16020,Replace or Rehabilitate Culvert
16020,Replace or Rehabilitate Culvert
16020,Replace or Rehabilitate Culvert
16020,Miscellaneous Drainage Work
16020,Do Not Include
16020,Do Not Include
16020,Do Not Include
16038,Sign Panel Replacement
16038,Do Not Include
16038,Do Not Include
16257,New Sidewalk 
16257,Repair Existing Sidewalk 
16257,Repair/Upgrade or New Curb Ramp
16257,Repair/upgrade or new curb ramp
16257,Install Accessible Pedestrian Signal 
16257,New/Modify Crosswalk
16257,New/Modify Crosswalk
16257,Do Not Include
16401,Asphalt Pavement Minor Rehab
16401,"Paving  Ramps, Connectors and/or Shoulders"
16401,"Paving  Ramps, Connectors and/or Shoulders"
16401,New Sidewalk 
16401,Repair/Upgrade or New Curb Ramp
16401,Repair/upgrade or new curb ramp
16401,Do Not Include
16401,Do Not Include
16401,Do Not Include
16717,Replace or Rehabilitate Culvert
16717,Replace or Rehabilitate Culvert
16717,Replace or Rehabilitate Culvert
16717,Replace or Rehabilitate Culvert
16717,Replace or Rehabilitate Culvert
16717,Replace or Rehabilitate Culvert
16717,Miscellaneous Drainage Work
16717,Do Not Include
16717,Do Not Include
16717,Do Not Include
16760,Crash Cushions 
16760,Guard Rail 
16760,Safety Treatment to Reduce Collisions
16760,Planting 
16760,Do Not Include
16760,Do Not Include
16760,Do Not Include
16848,Replace or Rehabilitate Culvert
16848,Replace or Rehabilitate Culvert
16848,Replace or Rehabilitate Culvert
16848,Replace or Rehabilitate Culvert
16848,Miscellaneous Drainage Work
16848,Do Not Include
16848,Do Not Include
16862,Bridge Rail 
16862,Fish Passage Remediation 
16862,Do Not Include
16862,Replace or Rehabilitate Culvert
16862,Replace or Rehabilitate Culvert
16862,Fish Passage Remediation 
16862,Crash Cushions 
16862,Guard Rail 
16862,Signing 
16862,Do Not Include
16862,Do Not Include
16862,Total Maximum Daily Load Mitigation  
16862,Do Not Include
16868,Crash Cushions 
16868,Enhanced Pavement Surface Friction 
16868,Guard Rail 
16868,Rumble Strips 
16868,Safety Improvements
16868,Do Not Include
16868,Do Not Include
16889,Asphalt Pavement Minor Rehab
16889,Concrete Pavement Minor Rehab
16889,"Paving  Ramps, Connectors and/or Shoulders"
16889,"Paving  Ramps, Connectors and/or Shoulders"
16889,Replace or Rehabilitate Culvert
16889,Replace or Rehabilitate Culvert
16889,Crash Cushions 
16889,Guard Rail 
16889,Rumble Strips 
16889,Signing 
16889,Ramp Meter 
16889,Repair/upgrade or new curb ramp
16889,Traffic Signals 
16889,Do Not Include
16889,Irrigation System 
16889,Enhanced Crosswalk Visibility 
16889,Do Not Include
16889,Do Not Include
16903,Worker Safety - Safe Access
16903,Do Not Include
16903,Do Not Include
16945,Bridge Rail 
16945,Do Not Include
16945,Do Not Include
16945,Guard Rail 
16945,Do Not Include
16945,Do Not Include
16960,Do Not Include
16960,Do Not Include
16960,Total Maximum Daily Load Mitigation  
16960,Do Not Include
17021,Bridge Rail 
17021,Do Not Include
17021,Do Not Include
17021,Concrete Pavement Major Rehab
17021,Replace or Rehabilitate Culvert
17021,Replace or Rehabilitate Culvert
17021,Guard Rail 
17021,Rumble Strips 
17021,Repair/upgrade or new curb ramp
17021,Do Not Include
17021,"Roadside Protection & Restoration (Fish Passage Remediation, Scenic Enhancements, etc…)"
17021,Do Not Include
17031,Bridge Preservation 
17031,Bridge Approach Slabs 
17031,Do Not Include
17031,Do Not Include
17031,Concrete Pavement Minor Rehab 
17031,Repair/upgrade or new curb ramp
17031,Upgrade/New detectable warning surface 
17031,Do Not Include
17031,Enhanced Crosswalk Visibility 
17031,Do Not Include
17031,Do Not Include
17031,Concrete Pavement Minor Rehab 
17031,Concrete Pavement Minor Rehab 
17378,Signing 
17378,Safety Treatment to Reduce Collisions
17378,Do Not Include
17378,Do Not Include
17379,Signing 
17379,Safety Treatment to Reduce Collisions
17379,Do Not Include
17379,Do Not Include
17546,Replace or Rehabilitate Culvert
17546,Replace or Rehabilitate Culvert
17546,Rumble Strips 
17546,Safety Treatment to Reduce Collisions
17546,Closed-Circuit Television 
17546,Fiber Optics (Communications)
17546,Class I Bike Paths 
17546,Bike Lane Gap Closure 
17546,Do Not Include
17546,Do Not Include
17767,Water Conservation
17767,Do Not Include
17767,Do Not Include
17767,Do Not Include
17768,Water Conservation
17768,Do Not Include
17768,Do Not Include
17768,Do Not Include
17856,Fiber Optics (Communications)
17856,Do Not Include
17856,Do Not Include
17936,New Sidewalk 
17936,Repair/Upgrade or New Curb Ramp
17936,Repair/upgrade or new curb ramp
17936,Install Accessible Pedestrian Signal 
17936,Do Not Include
18137,Vehicle Detection 
18137,Vehicle Detection 
18422,Crash Cushions 
18422,Guard Rail 
18422,Safety Treatment to Reduce Collisions
18422,Do Not Include
18422,Do Not Include
18422,Do Not Include
18718,Bridge Rail 
18718,Do Not Include
18718,Do Not Include
18718,Do Not Include
18917,Daily Vehicle Hours of Delay (DVHD) Reduced 
18973,Replace or Rehabilitate Culvert
18973,Replace or Rehabilitate Culvert
18973,Replace or Rehabilitate Culvert
18973,Replace or Rehabilitate Culvert
18973,Rehabilitate or Install New Lighting
18973,Sign Panel Replacement
18973,Vehicle Detection 
18973,Repair/upgrade or new curb ramp
18973,Do Not Include
18973,Class III Bike Routes 
18973,Conflict Zone Green Paint 
18973,Enhanced Crosswalk Visibility 
18973,Do Not Include
18973,Total Maximum Daily Load Mitigation  
18973,Use of Locally Available Building Materials
18973,Do Not Include
18983,Concrete Pavement Major Rehab
18983,Replace or Rehabilitate Culvert
18983,Replace or Rehabilitate Culvert
18983,Sign Panel Replacement
18983,Changeable Message Sign 
18983,Closed-Circuit Television 
18983,Fiber Optics (Communications)
18983,Vehicle Detection 
18983,Ramp Meter 
18983,Repair/upgrade or new curb ramp
18983,Do Not Include
18983,Planting 
18983,Worker Safety - Miscellaneous Paving/Treatment
18983,Enhanced Crosswalk Visibility 
18983,Do Not Include
18983,Install LED Lighting  
18983,Use of Locally Available Building Materials
18983,Do Not Include
19044,Concrete Pavement Major Rehab
19044,"Paving  Ramps, Connectors and/or Shoulders"
19044,"Paving  Ramps, Connectors and/or Shoulders"
19044,Replace or Rehabilitate Culvert
19044,Replace or Rehabilitate Culvert
19044,Replace or Rehabilitate Culvert
19044,Replace or Rehabilitate Culvert
19044,Replace or Rehabilitate Culvert
